"Country Name","Country Code","Indicator Name.x","Indicator Code.x","Year","Internet pop on global","Region","IncomeGroup","SpecialNotes","TableName","Indicator Name.y","Indicator Code.y","2020","Country_population"
"Angola","AGO",NA,NA,2005,0.0000341225345752164,"Sub-Saharan Africa","Lower middle income",NA,"Angola","Population, total","SP.POP.TOTL",NA,19433602
"Angola","AGO",NA,NA,2006,0.0000458456977329098,"Sub-Saharan Africa","Lower middle income",NA,"Angola","Population, total","SP.POP.TOTL",NA,20149901
"Angola","AGO",NA,NA,2007,0.0000532484757188972,"Sub-Saharan Africa","Lower middle income",NA,"Angola","Population, total","SP.POP.TOTL",NA,20905363
"Angola","AGO",NA,NA,2008,0.0000610057385304819,"Sub-Saharan Africa","Lower middle income",NA,"Angola","Population, total","SP.POP.TOTL",NA,21695634
"Angola","AGO",NA,NA,2009,0.000075710627777556,"Sub-Saharan Africa","Lower middle income",NA,"Angola","Population, total","SP.POP.TOTL",NA,22514281
"Angola","AGO",NA,NA,2010,0.0000944794883984272,"Sub-Saharan Africa","Lower middle income",NA,"Angola","Population, total","SP.POP.TOTL",NA,23356246
"Angola","AGO",NA,NA,2011,0.000107219123203953,"Sub-Saharan Africa","Lower middle income",NA,"Angola","Population, total","SP.POP.TOTL",NA,24220661
"Angola","AGO",NA,NA,2012,0.000230323254108197,"Sub-Saharan Africa","Lower middle income",NA,"Angola","Population, total","SP.POP.TOTL",NA,25107931
"Angola","AGO",NA,NA,2013,0.000322945870285298,"Sub-Saharan Africa","Lower middle income",NA,"Angola","Population, total","SP.POP.TOTL",NA,26015780
"Angola","AGO",NA,NA,2014,0.000794783073898413,"Sub-Saharan Africa","Lower middle income",NA,"Angola","Population, total","SP.POP.TOTL",NA,26941779
"Angola","AGO",NA,NA,2015,0.000471136844120797,"Sub-Saharan Africa","Lower middle income",NA,"Angola","Population, total","SP.POP.TOTL",NA,27884381
"Angola","AGO",NA,NA,2016,0.000505033113211252,"Sub-Saharan Africa","Lower middle income",NA,"Angola","Population, total","SP.POP.TOTL",NA,28842484
"Angola","AGO",NA,NA,2017,0.000569368372600319,"Sub-Saharan Africa","Lower middle income",NA,"Angola","Population, total","SP.POP.TOTL",NA,29816748
"Angola","AGO",NA,NA,2018,0,"Sub-Saharan Africa","Lower middle income",NA,"Angola","Population, total","SP.POP.TOTL",NA,30809762
"Angola","AGO",NA,NA,2019,0,"Sub-Saharan Africa","Lower middle income",NA,"Angola","Population, total","SP.POP.TOTL",NA,31825295
"Albania","ALB",NA,NA,2000,0.00000057643215034569,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,3089027
"Albania","ALB",NA,NA,2001,0.00000160970654151613,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,3060173
"Albania","ALB",NA,NA,2002,0.00000189731983715639,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,3051010
"Albania","ALB",NA,NA,2003,0.00000465091114689619,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,3039616
"Albania","ALB",NA,NA,2004,0.0000113912888070822,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,3026939
"Albania","ALB",NA,NA,2005,0.0000279511703464456,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,3011487
"Albania","ALB",NA,NA,2006,0.0000436212780961748,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,2992547
"Albania","ALB",NA,NA,2007,0.0000669106319248469,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,2970017
"Albania","ALB",NA,NA,2008,0.000104073842317873,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,2947314
"Albania","ALB",NA,NA,2009,0.000176346915376372,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,2927519
"Albania","ALB",NA,NA,2010,0.000189379336226506,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,2913021
"Albania","ALB",NA,NA,2011,0.000203280600262524,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,2905195
"Albania","ALB",NA,NA,2012,0.00022372219419199,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,2900401
"Albania","ALB",NA,NA,2013,0.000230973031978454,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,2895092
"Albania","ALB",NA,NA,2014,0.000239357044913604,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,2889104
"Albania","ALB",NA,NA,2015,0.000248281023121744,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,2880703
"Albania","ALB",NA,NA,2016,0.000257085093194426,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,2876101
"Albania","ALB",NA,NA,2017,0.000274932057375237,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,2873457
"Albania","ALB",NA,NA,2018,0,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,2866376
"Albania","ALB",NA,NA,2019,0.000259034267923443,"Europe & Central Asia","Upper middle income",NA,"Albania","Population, total","SP.POP.TOTL",NA,2854191
"Andorra","AND",NA,NA,2000,0.00000112708043895906,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,65390
"Andorra","AND",NA,NA,2001,0,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,67341
"Andorra","AND",NA,NA,2002,0.00000125747750132712,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,70049
"Andorra","AND",NA,NA,2003,0.00000156072409663367,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,73182
"Andorra","AND",NA,NA,2004,0.00000318155417082395,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,76244
"Andorra","AND",NA,NA,2005,0.00000455462005057078,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,78867
"Andorra","AND",NA,NA,2006,0.00000601198489704365,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,80993
"Andorra","AND",NA,NA,2007,0.00000877979664285491,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,82684
"Andorra","AND",NA,NA,2008,0.00000869272809389874,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,83862
"Andorra","AND",NA,NA,2009,0.0000096977956692526,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,84463
"Andorra","AND",NA,NA,2010,0.00000988225351516037,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,84449
"Andorra","AND",NA,NA,2011,0.00000968676678343757,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,83747
"Andorra","AND",NA,NA,2012,0.0000100547145035533,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,82427
"Andorra","AND",NA,NA,2013,0.0000105901551068298,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,80774
"Andorra","AND",NA,NA,2014,0.0000104718553722017,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,79213
"Andorra","AND",NA,NA,2015,0.0000103012235929573,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,78011
"Andorra","AND",NA,NA,2016,0.000010195888093323,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,77297
"Andorra","AND",NA,NA,2017,0.00000938964908888389,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,77001
"Andorra","AND",NA,NA,2018,0,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,77006
"Andorra","AND",NA,NA,2019,0,"Europe & Central Asia","High income",NA,"Andorra","Population, total","SP.POP.TOTL",NA,77142
"Arab World","ARB",NA,NA,2000,0.000538376748536774,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,282344154
"Arab World","ARB",NA,NA,2001,0.000740616341375162,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,288432163
"Arab World","ARB",NA,NA,2002,0.00128120935753375,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,294665185
"Arab World","ARB",NA,NA,2003,0.00174768842381273,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,301113849
"Arab World","ARB",NA,NA,2004,0.00338996224978324,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,307862843
"Arab World","ARB",NA,NA,2005,0.00409408503135873,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,314965793
"Arab World","ARB",NA,NA,2006,0.00572089693524095,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,322452754
"Arab World","ARB",NA,NA,2007,0.00704087812414249,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,330290716
"Arab World","ARB",NA,NA,2008,0.0093135456899977,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,338395961
"Arab World","ARB",NA,NA,2009,0.0109309877456807,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,346629220
"Arab World","ARB",NA,NA,2010,0.0127909223854946,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,354890042
"Arab World","ARB",NA,NA,2011,0.0138741923019944,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,363158703
"Arab World","ARB",NA,NA,2012,0.0159203346120967,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,371443547
"Arab World","ARB",NA,NA,2013,0.0175366198478235,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,379705717
"Arab World","ARB",NA,NA,2014,0.0195839821918584,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,387907747
"Arab World","ARB",NA,NA,2015,0.023579553740395,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,396028278
"Arab World","ARB",NA,NA,2016,0.0225771175749788,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,404024435
"Arab World","ARB",NA,NA,2017,0.0274087722130865,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,411898967
"Arab World","ARB",NA,NA,2018,0.0349271660617237,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,419790591
"Arab World","ARB",NA,NA,2019,0,NA,NA,"Arab World aggregate. Arab World is composed of members of the League of Arab States.","Arab World","Population, total","SP.POP.TOTL",NA,427870270
"United Arab Emirates","ARE",NA,NA,2000,0.000121097694994448,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,3134062
"United Arab Emirates","ARE",NA,NA,2001,0.000140091733875739,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,3302719
"United Arab Emirates","ARE",NA,NA,2002,0.000157039083568212,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,3478777
"United Arab Emirates","ARE",NA,NA,2003,0.000172264144994058,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,3711932
"United Arab Emirates","ARE",NA,NA,2004,0.000190609194359787,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,4068570
"United Arab Emirates","ARE",NA,NA,2005,0.000281842893572749,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,4588225
"United Arab Emirates","ARE",NA,NA,2006,0.0004180496670782,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,5300174
"United Arab Emirates","ARE",NA,NA,2007,0.00056381126158774,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,6168838
"United Arab Emirates","ARE",NA,NA,2008,0.000660997934203497,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,7089487
"United Arab Emirates","ARE",NA,NA,2009,0.000740852846591796,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,7917372
"United Arab Emirates","ARE",NA,NA,2010,0.00083994505702768,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,8549988
"United Arab Emirates","ARE",NA,NA,2011,0.000996519454681628,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,8946777
"United Arab Emirates","ARE",NA,NA,2012,0.00109661557888052,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,9141596
"United Arab Emirates","ARE",NA,NA,2013,0.00112894999301467,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,9197910
"United Arab Emirates","ARE",NA,NA,2014,0.00114824206710993,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,9214175
"United Arab Emirates","ARE",NA,NA,2015,0.00114224674721762,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,9262900
"United Arab Emirates","ARE",NA,NA,2016,0.00114233475873532,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,9360980
"United Arab Emirates","ARE",NA,NA,2017,0.00119798004938696,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,9487203
"United Arab Emirates","ARE",NA,NA,2018,0.00124889959993898,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,9630959
"United Arab Emirates","ARE",NA,NA,2019,0.00126243321349555,"Middle East & North Africa","High income",NA,"United Arab Emirates","Population, total","SP.POP.TOTL",NA,9770529
"Argentina","ARG",NA,NA,2000,0.00042444826649798,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,36870787
"Argentina","ARG",NA,NA,2001,0.000588642701866967,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,37275652
"Argentina","ARG",NA,NA,2002,0.00065371214410058,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,37681749
"Argentina","ARG",NA,NA,2003,0.000714382406909175,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,38087868
"Argentina","ARG",NA,NA,2004,0.000959773986569382,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,38491972
"Argentina","ARG",NA,NA,2005,0.00105840304045342,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,38892931
"Argentina","ARG",NA,NA,2006,0.00124717173469816,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,39289878
"Argentina","ARG",NA,NA,2007,0.00154276658286817,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,39684295
"Argentina","ARG",NA,NA,2008,0.00166753732961062,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,40080160
"Argentina","ARG",NA,NA,2009,0.00201242757844762,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,40482788
"Argentina","ARG",NA,NA,2010,0.00265171111188215,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,40788453
"Argentina","ARG",NA,NA,2011,0.00300496660048028,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,41261490
"Argentina","ARG",NA,NA,2012,0.00328647345730961,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,41733271
"Argentina","ARG",NA,NA,2013,0.00352591919114033,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,42202935
"Argentina","ARG",NA,NA,2014,0.00380566364394259,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,42669500
"Argentina","ARG",NA,NA,2015,0.00399896397645082,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,43131966
"Argentina","ARG",NA,NA,2016,0.00416680278101875,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,43590368
"Argentina","ARG",NA,NA,2017,0.00435778288985818,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,44044811
"Argentina","ARG",NA,NA,2018,0,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,44494502
"Argentina","ARG",NA,NA,2019,0,"Latin America & Caribbean","Upper middle income",NA,"Argentina","Population, total","SP.POP.TOTL",NA,44938712
"Armenia","ARM",NA,NA,2000,0.00000652877652283408,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,3069591
"Armenia","ARM",NA,NA,2001,0.00000803394089896927,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,3050687
"Armenia","ARM",NA,NA,2002,0.00000948200225196591,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,3033978
"Armenia","ARM",NA,NA,2003,0.000021737956822835,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,3017932
"Armenia","ARM",NA,NA,2004,0.0000228569306786614,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,3000720
"Armenia","ARM",NA,NA,2005,0.0000240496953491515,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,2981269
"Armenia","ARM",NA,NA,2006,0.0000252710875883172,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,2958307
"Armenia","ARM",NA,NA,2007,0.0000264571430849332,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,2932618
"Armenia","ARM",NA,NA,2008,0.0000267222911313713,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,2907618
"Armenia","ARM",NA,NA,2009,0.0000646060788958575,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,2888092
"Armenia","ARM",NA,NA,2010,0.00010392127896166,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,2877319
"Armenia","ARM",NA,NA,2011,0.000131445178429133,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,2876538
"Armenia","ARM",NA,NA,2012,0.000152642163041852,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,2884229
"Armenia","ARM",NA,NA,2013,0.000169337418638681,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,2897584
"Armenia","ARM",NA,NA,2014,0.000219297682321288,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,2912403
"Armenia","ARM",NA,NA,2015,0.000235594937110014,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,2925553
"Armenia","ARM",NA,NA,2016,0.000254473899066703,"Europe & Central Asia","Upper middle income",NA,"Armenia","Population, total","SP.POP.TOTL",NA,2936146
